aircraftId|airlineId|airlineCode|aircraftModel|aircraftStatus
OD0137|AL0098|OD|Airbus A320|ACTIVE
OD0138|AL0098|OD|Boeing 707|ACTIVE
OD0139|AL0098|OD|Airbus A340|INACTIVE
OD0140|AL0098|OD|Airbus A340|ACTIVE
OD0141|AL0098|OD|Boeing 727|ACTIVE
OD0142|AL0098|OD|Airbus A330|ACTIVE
OD0143|AL0098|OD|Airbus A340|ACTIVE
OD0144|AL0098|OD|Airbus A321|ACTIVE
OD0145|AL0098|OD|Boeing 737|INACTIVE
OD0146|AL0098|OD|Boeing 737|INACTIVE
OD0147|AL0098|OD|Boeing 777|ACTIVE
OD0148|AL0098|OD|Airbus A310|ACTIVE
OD0149|AL0098|OD|Boeing 727|ACTIVE
OD0150|AL0098|OD|Boeing 747|ACTIVE
OD0151|AL0098|OD|Airbus A321|ACTIVE
OD0152|AL0098|OD|Airbus A340|ACTIVE
OD0153|AL0098|OD|Boeing 717|ACTIVE
OD0154|AL0098|OD|Boeing 727|ACTIVE
OD0155|AL0098|OD|Boeing 737|INACTIVE
OD0156|AL0098|OD|Boeing 767|ACTIVE
OD0157|AL0098|OD|Airbus A330|INACTIVE
OD0158|AL0098|OD|Boeing 737|ACTIVE
OD0159|AL0098|OD|Boeing 737|ACTIVE
OD0160|AL0098|OD|Airbus A350 XWB|ACTIVE
OD0161|AL0098|OD|Boeing 767|INACTIVE
OD0162|AL0098|OD|Airbus A319|ACTIVE
OD0163|AL0098|OD|Airbus A310|INACTIVE
OD0164|AL0098|OD|Boeing 707|INACTIVE
OD0165|AL0098|OD|Airbus A330|ACTIVE
OD0166|AL0098|OD|Airbus A319|ACTIVE
OD0167|AL0098|OD|Airbus A300|INACTIVE
OD0168|AL0098|OD|Boeing 717|ACTIVE
OD0169|AL0098|OD|Boeing 727|ACTIVE
OD0170|AL0098|OD|Airbus A340|INACTIVE
OD0171|AL0098|OD|Airbus A318|ACTIVE
OD0172|AL0098|OD|Airbus A300|INACTIVE
OD0173|AL0098|OD|Airbus A320|ACTIVE
OD0174|AL0098|OD|Airbus A330|ACTIVE
OD0175|AL0098|OD|Boeing 747|ACTIVE
OD0176|AL0098|OD|Airbus A330|INACTIVE
OD0177|AL0098|OD|Airbus A318|ACTIVE
OD0178|AL0098|OD|Boeing 777|ACTIVE
OD0179|AL0098|OD|Airbus A380|ACTIVE
OD0180|AL0098|OD|Airbus A321|ACTIVE
OD0181|AL0098|OD|Airbus A320|ACTIVE
OD0182|AL0098|OD|Boeing 747|INACTIVE
OD0183|AL0098|OD|Airbus A300|ACTIVE
OD0184|AL0098|OD|Boeing 747|INACTIVE
OD0185|AL0098|OD|Boeing 777|INACTIVE
OD0186|AL0098|OD|Airbus A300|ACTIVE
OD0187|AL0098|OD|Boeing 707|INACTIVE
OD0188|AL0098|OD|Airbus A350 XWB|ACTIVE
OD0189|AL0098|OD|Boeing 727|ACTIVE
OD0190|AL0098|OD|Airbus A319|ACTIVE
OD0191|AL0098|OD|Boeing 747|INACTIVE
OD0192|AL0098|OD|Boeing 727|ACTIVE
OD0193|AL0098|OD|Boeing 787|INACTIVE
OD0194|AL0098|OD|Boeing 757|INACTIVE
OD0195|AL0098|OD|Airbus A380|ACTIVE
OD0196|AL0098|OD|Airbus A300|ACTIVE
OD0197|AL0098|OD|Boeing 747|INACTIVE
OD0198|AL0098|OD|Boeing 737|ACTIVE
OD0199|AL0098|OD|Airbus A330|INACTIVE
OD0200|AL0098|OD|Boeing 757|ACTIVE
FZ0000|AL0099|FZ|Boeing 717|ACTIVE
FZ0001|AL0099|FZ|Airbus A350 XWB|INACTIVE
FZ0002|AL0099|FZ|Boeing 777|INACTIVE
FZ0003|AL0099|FZ|Airbus A350 XWB|ACTIVE
FZ0004|AL0099|FZ|Boeing 707|ACTIVE
FZ0005|AL0099|FZ|Airbus A310|ACTIVE
FZ0006|AL0099|FZ|Boeing 757|ACTIVE
FZ0007|AL0099|FZ|Boeing 767|ACTIVE
FZ0008|AL0099|FZ|Airbus A340|INACTIVE
FZ0009|AL0099|FZ|Airbus A321|ACTIVE
FZ0010|AL0099|FZ|Boeing 707|ACTIVE
FZ0011|AL0099|FZ|Boeing 757|ACTIVE
FZ0012|AL0099|FZ|Airbus A380|ACTIVE
FZ0013|AL0099|FZ|Boeing 717|ACTIVE
FZ0014|AL0099|FZ|Boeing 757|ACTIVE
FZ0015|AL0099|FZ|Boeing 737|ACTIVE
FZ0016|AL0099|FZ|Airbus A340|INACTIVE
FZ0017|AL0099|FZ|Airbus A340|ACTIVE
FZ0018|AL0099|FZ|Airbus A380|ACTIVE
FZ0019|AL0099|FZ|Boeing 757|INACTIVE
FZ0020|AL0099|FZ|Boeing 737|ACTIVE
FZ0021|AL0099|FZ|Boeing 737|ACTIVE
FZ0022|AL0099|FZ|Airbus A320|ACTIVE
FZ0023|AL0099|FZ|Airbus A319|INACTIVE
FZ0024|AL0099|FZ|Boeing 787|ACTIVE
FZ0025|AL0099|FZ|Airbus A318|ACTIVE
FZ0026|AL0099|FZ|Boeing 747|INACTIVE
FZ0027|AL0099|FZ|Airbus A310|ACTIVE
FZ0028|AL0099|FZ|Boeing 787|INACTIVE
FZ0029|AL0099|FZ|Airbus A340|ACTIVE
FZ0030|AL0099|FZ|Airbus A319|ACTIVE
FZ0031|AL0099|FZ|Boeing 767|ACTIVE
FZ0032|AL0099|FZ|Boeing 767|ACTIVE
FZ0033|AL0099|FZ|Airbus A380|ACTIVE
FZ0034|AL0099|FZ|Boeing 707|INACTIVE
FZ0035|AL0099|FZ|Airbus A319|ACTIVE
FZ0036|AL0099|FZ|Boeing 767|ACTIVE
FZ0037|AL0099|FZ|Boeing 737|ACTIVE
FZ0038|AL0099|FZ|Boeing 787|ACTIVE
FZ0039|AL0099|FZ|Airbus A319|ACTIVE
FZ0040|AL0099|FZ|Boeing 717|ACTIVE
FZ0041|AL0099|FZ|Boeing 737|INACTIVE
FZ0042|AL0099|FZ|Airbus A330|ACTIVE
FZ0043|AL0099|FZ|Boeing 767|ACTIVE
FZ0044|AL0099|FZ|Boeing 747|ACTIVE
FZ0045|AL0099|FZ|Airbus A330|ACTIVE
FZ0046|AL0099|FZ|Boeing 787|INACTIVE
FZ0047|AL0099|FZ|Boeing 767|INACTIVE
FZ0048|AL0099|FZ|Boeing 737|ACTIVE
FZ0049|AL0099|FZ|Airbus A319|ACTIVE
FZ0050|AL0099|FZ|Boeing 747|INACTIVE
FZ0051|AL0099|FZ|Airbus A330|ACTIVE
FZ0052|AL0099|FZ|Airbus A340|INACTIVE
FZ0053|AL0099|FZ|Boeing 787|INACTIVE
FZ0054|AL0099|FZ|Airbus A300|ACTIVE
FZ0055|AL0099|FZ|Airbus A310|ACTIVE
FZ0056|AL0099|FZ|Boeing 757|ACTIVE
FZ0057|AL0099|FZ|Boeing 777|ACTIVE
FZ0058|AL0099|FZ|Airbus A340|ACTIVE
FZ0059|AL0099|FZ|Boeing 757|ACTIVE
FZ0060|AL0099|FZ|Boeing 787|ACTIVE
FZ0061|AL0099|FZ|Boeing 767|INACTIVE
FZ0062|AL0099|FZ|Boeing 727|INACTIVE
FZ0063|AL0099|FZ|Boeing 777|ACTIVE
FZ0064|AL0099|FZ|Boeing 777|ACTIVE
FZ0065|AL0099|FZ|Airbus A318|ACTIVE
FZ0066|AL0099|FZ|Boeing 707|ACTIVE
FZ0067|AL0099|FZ|Airbus A318|ACTIVE
FZ0068|AL0099|FZ|Boeing 787|ACTIVE
FZ0069|AL0099|FZ|Boeing 747|ACTIVE
FZ0070|AL0099|FZ|Airbus A319|ACTIVE
FZ0071|AL0099|FZ|Airbus A318|INACTIVE
FZ0072|AL0099|FZ|Airbus A319|ACTIVE
FZ0073|AL0099|FZ|Airbus A380|INACTIVE
FZ0074|AL0099|FZ|Airbus A350 XWB|INACTIVE
FZ0075|AL0099|FZ|Boeing 707|ACTIVE
FZ0076|AL0099|FZ|Boeing 737|ACTIVE
FZ0077|AL0099|FZ|Airbus A380|ACTIVE
FZ0078|AL0099|FZ|Airbus A330|ACTIVE
FZ0079|AL0099|FZ|Boeing 717|INACTIVE
FZ0080|AL0099|FZ|Boeing 757|INACTIVE
FZ0081|AL0099|FZ|Airbus A300|ACTIVE
FZ0082|AL0099|FZ|Airbus A318|ACTIVE
FZ0083|AL0099|FZ|Airbus A321|INACTIVE
FZ0084|AL0099|FZ|Airbus A340|ACTIVE
FZ0085|AL0099|FZ|Airbus A321|INACTIVE
FZ0086|AL0099|FZ|Boeing 727|ACTIVE
FZ0087|AL0099|FZ|Boeing 707|ACTIVE
FZ0088|AL0099|FZ|Airbus A380|INACTIVE
FZ0089|AL0099|FZ|Airbus A380|INACTIVE
FZ0090|AL0099|FZ|Airbus A300|ACTIVE
FZ0091|AL0099|FZ|Airbus A320|ACTIVE
FZ0092|AL0099|FZ|Airbus A330|ACTIVE
FZ0093|AL0099|FZ|Boeing 717|ACTIVE
FZ0094|AL0099|FZ|Airbus A380|ACTIVE
FZ0095|AL0099|FZ|Boeing 737|ACTIVE
FZ0096|AL0099|FZ|Boeing 707|ACTIVE
FZ0097|AL0099|FZ|Airbus A318|INACTIVE
FZ0098|AL0099|FZ|Boeing 727|INACTIVE
FZ0099|AL0099|FZ|Boeing 757|ACTIVE
FZ0100|AL0099|FZ|Airbus A310|INACTIVE
FZ0101|AL0099|FZ|Boeing 777|INACTIVE
FZ0102|AL0099|FZ|Boeing 767|ACTIVE
FZ0103|AL0099|FZ|Boeing 747|ACTIVE
FZ0104|AL0099|FZ|Boeing 757|ACTIVE
FZ0105|AL0099|FZ|Airbus A318|ACTIVE
FZ0106|AL0099|FZ|Boeing 747|ACTIVE
FZ0107|AL0099|FZ|Boeing 757|INACTIVE
FZ0108|AL0099|FZ|Boeing 757|ACTIVE
FZ0109|AL0099|FZ|Boeing 737|ACTIVE
FZ0110|AL0099|FZ|Boeing 727|INACTIVE
FZ0111|AL0099|FZ|Airbus A320|ACTIVE
FZ0112|AL0099|FZ|Airbus A330|INACTIVE
FZ0113|AL0099|FZ|Boeing 747|INACTIVE
FZ0114|AL0099|FZ|Airbus A350 XWB|ACTIVE
FZ0115|AL0099|FZ|Boeing 727|ACTIVE
FZ0116|AL0099|FZ|Boeing 787|ACTIVE
FZ0117|AL0099|FZ|Boeing 707|ACTIVE
FZ0118|AL0099|FZ|Boeing 737|INACTIVE
FZ0119|AL0099|FZ|Boeing 707|ACTIVE
FZ0120|AL0099|FZ|Airbus A321|ACTIVE
FZ0121|AL0099|FZ|Airbus A340|ACTIVE
FZ0122|AL0099|FZ|Airbus A330|ACTIVE
FZ0123|AL0099|FZ|Boeing 787|ACTIVE
FZ0124|AL0099|FZ|Airbus A321|ACTIVE
FZ0125|AL0099|FZ|Airbus A340|INACTIVE
FZ0126|AL0099|FZ|Boeing 737|ACTIVE
FZ0127|AL0099|FZ|Airbus A340|ACTIVE
FZ0128|AL0099|FZ|Airbus A320|INACTIVE
FZ0129|AL0099|FZ|Boeing 777|ACTIVE
FZ0130|AL0099|FZ|Airbus A350 XWB|ACTIVE
FZ0131|AL0099|FZ|Boeing 717|INACTIVE
FZ0132|AL0099|FZ|Boeing 707|ACTIVE
FZ0133|AL0099|FZ|Boeing 737|ACTIVE
FZ0134|AL0099|FZ|Airbus A300|ACTIVE
FZ0135|AL0099|FZ|Airbus A318|ACTIVE
FZ0136|AL0099|FZ|Boeing 787|INACTIVE
FZ0137|AL0099|FZ|Boeing 757|INACTIVE
FZ0138|AL0099|FZ|Airbus A350 XWB|ACTIVE
FZ0139|AL0099|FZ|Airbus A320|INACTIVE
FZ0140|AL0099|FZ|Boeing 767|INACTIVE
FZ0141|AL0099|FZ|Boeing 777|ACTIVE
FZ0142|AL0099|FZ|Boeing 737|ACTIVE
FZ0143|AL0099|FZ|Airbus A310|ACTIVE
FZ0144|AL0099|FZ|Boeing 707|ACTIVE
FZ0145|AL0099|FZ|Boeing 777|INACTIVE
FZ0146|AL0099|FZ|Boeing 727|ACTIVE
FZ0147|AL0099|FZ|Boeing 717|ACTIVE
FZ0148|AL0099|FZ|Boeing 707|INACTIVE
FZ0149|AL0099|FZ|Airbus A319|ACTIVE
FZ0150|AL0099|FZ|Airbus A320|ACTIVE
FZ0151|AL0099|FZ|Boeing 787|INACTIVE
FZ0152|AL0099|FZ|Boeing 707|INACTIVE
FZ0153|AL0099|FZ|Boeing 747|ACTIVE
FZ0154|AL0099|FZ|Boeing 757|INACTIVE
FZ0155|AL0099|FZ|Airbus A318|ACTIVE
FZ0156|AL0099|FZ|Boeing 777|ACTIVE
FZ0157|AL0099|FZ|Airbus A320|INACTIVE
FZ0158|AL0099|FZ|Airbus A318|INACTIVE
FZ0159|AL0099|FZ|Airbus A300|ACTIVE
FZ0160|AL0099|FZ|Boeing 737|ACTIVE
FZ0161|AL0099|FZ|Boeing 717|ACTIVE
FZ0162|AL0099|FZ|Airbus A380|ACTIVE
FZ0163|AL0099|FZ|Airbus A320|INACTIVE
FZ0164|AL0099|FZ|Airbus A340|INACTIVE
FZ0165|AL0099|FZ|Airbus A321|ACTIVE
FZ0166|AL0099|FZ|Airbus A320|ACTIVE
FZ0167|AL0099|FZ|Airbus A340|ACTIVE
FZ0168|AL0099|FZ|Airbus A380|ACTIVE
FZ0169|AL0099|FZ|Airbus A310|ACTIVE
FZ0170|AL0099|FZ|Boeing 757|INACTIVE
FZ0171|AL0099|FZ|Boeing 707|ACTIVE
FZ0172|AL0099|FZ|Airbus A340|INACTIVE
FZ0173|AL0099|FZ|Airbus A319|INACTIVE
FZ0174|AL0099|FZ|Airbus A320|ACTIVE
FZ0175|AL0099|FZ|Airbus A350 XWB|INACTIVE
FZ0176|AL0099|FZ|Boeing 737|INACTIVE
FZ0177|AL0099|FZ|Boeing 747|ACTIVE
FZ0178|AL0099|FZ|Airbus A300|INACTIVE
FZ0179|AL0099|FZ|Boeing 717|ACTIVE
FZ0180|AL0099|FZ|Boeing 747|ACTIVE
FZ0181|AL0099|FZ|Boeing 767|INACTIVE
FZ0182|AL0099|FZ|Boeing 777|INACTIVE
FZ0183|AL0099|FZ|Airbus A300|ACTIVE
FZ0184|AL0099|FZ|Boeing 727|ACTIVE
FZ0185|AL0099|FZ|Airbus A320|INACTIVE
FZ0186|AL0099|FZ|Boeing 757|ACTIVE
FZ0187|AL0099|FZ|Airbus A300|ACTIVE
FZ0188|AL0099|FZ|Boeing 767|ACTIVE
FZ0189|AL0099|FZ|Boeing 747|ACTIVE
FZ0190|AL0099|FZ|Boeing 747|ACTIVE
FZ0191|AL0099|FZ|Airbus A320|INACTIVE
FZ0192|AL0099|FZ|Boeing 727|ACTIVE
FZ0193|AL0099|FZ|Airbus A319|INACTIVE
FZ0194|AL0099|FZ|Boeing 707|ACTIVE
FZ0195|AL0099|FZ|Airbus A320|ACTIVE
FZ0196|AL0099|FZ|Airbus A300|INACTIVE
FZ0197|AL0099|FZ|Airbus A330|ACTIVE
FZ0198|AL0099|FZ|Airbus A300|ACTIVE
FZ0199|AL0099|FZ|Airbus A300|ACTIVE
FZ0200|AL0099|FZ|Boeing 767|ACTIVE
FZ0201|AL0099|FZ|Airbus A340|ACTIVE
FZ0202|AL0099|FZ|Boeing 757|ACTIVE
FZ0203|AL0099|FZ|Boeing 707|ACTIVE
FZ0204|AL0099|FZ|Airbus A350 XWB|ACTIVE
FZ0205|AL0099|FZ|Airbus A321|ACTIVE
FZ0206|AL0099|FZ|Airbus A380|ACTIVE
FZ0207|AL0099|FZ|Boeing 727|ACTIVE
FZ0208|AL0099|FZ|Boeing 757|ACTIVE
FZ0209|AL0099|FZ|Airbus A380|ACTIVE
FZ0210|AL0099|FZ|Boeing 787|ACTIVE
FZ0211|AL0099|FZ|Boeing 767|ACTIVE
FZ0212|AL0099|FZ|Airbus A340|INACTIVE
FZ0213|AL0099|FZ|Airbus A380|ACTIVE
FZ0214|AL0099|FZ|Boeing 787|ACTIVE
FZ0215|AL0099|FZ|Airbus A321|INACTIVE
FZ0216|AL0099|FZ|Airbus A318|ACTIVE
FZ0217|AL0099|FZ|Airbus A340|ACTIVE
FZ0218|AL0099|FZ|Boeing 747|INACTIVE
ME0000|AL0100|ME|Boeing 727|ACTIVE
ME0001|AL0100|ME|Airbus A310|ACTIVE
ME0002|AL0100|ME|Airbus A310|INACTIVE
ME0003|AL0100|ME|Boeing 707|ACTIVE
ME0004|AL0100|ME|Boeing 787|ACTIVE
ME0005|AL0100|ME|Boeing 757|ACTIVE
ME0006|AL0100|ME|Airbus A318|ACTIVE
ME0007|AL0100|ME|Boeing 717|INACTIVE
ME0008|AL0100|ME|Boeing 707|ACTIVE
ME0009|AL0100|ME|Boeing 727|ACTIVE
ME0010|AL0100|ME|Boeing 787|ACTIVE
ME0011|AL0100|ME|Boeing 717|INACTIVE
ME0012|AL0100|ME|Boeing 737|ACTIVE
ME0013|AL0100|ME|Boeing 717|ACTIVE
ME0014|AL0100|ME|Boeing 767|INACTIVE
ME0015|AL0100|ME|Airbus A350 XWB|ACTIVE
ME0016|AL0100|ME|Airbus A320|ACTIVE
ME0017|AL0100|ME|Airbus A319|ACTIVE
ME0018|AL0100|ME|Airbus A350 XWB|ACTIVE
ME0019|AL0100|ME|Airbus A310|ACTIVE
ME0020|AL0100|ME|Airbus A350 XWB|ACTIVE
ME0021|AL0100|ME|Airbus A319|ACTIVE
ME0022|AL0100|ME|Boeing 757|ACTIVE
ME0023|AL0100|ME|Airbus A310|INACTIVE
ME0024|AL0100|ME|Boeing 787|ACTIVE
ME0025|AL0100|ME|Boeing 737|INACTIVE
ME0026|AL0100|ME|Airbus A321|INACTIVE
ME0027|AL0100|ME|Airbus A340|ACTIVE
ME0028|AL0100|ME|Airbus A380|INACTIVE
ME0029|AL0100|ME|Airbus A350 XWB|INACTIVE
ME0030|AL0100|ME|Airbus A340|ACTIVE
ME0031|AL0100|ME|Airbus A319|ACTIVE
ME0032|AL0100|ME|Boeing 767|INACTIVE
ME0033|AL0100|ME|Boeing 757|ACTIVE
ME0034|AL0100|ME|Airbus A319|INACTIVE
ME0035|AL0100|ME|Boeing 727|ACTIVE
ME0036|AL0100|ME|Boeing 747|ACTIVE
ME0037|AL0100|ME|Boeing 747|INACTIVE
ME0038|AL0100|ME|Boeing 737|ACTIVE
ME0039|AL0100|ME|Boeing 757|ACTIVE
ME0040|AL0100|ME|Airbus A319|INACTIVE
ME0041|AL0100|ME|Boeing 747|INACTIVE
ME0042|AL0100|ME|Airbus A350 XWB|ACTIVE
ME0043|AL0100|ME|Airbus A318|ACTIVE
ME0044|AL0100|ME|Boeing 757|INACTIVE
ME0045|AL0100|ME|Airbus A310|ACTIVE
ME0046|AL0100|ME|Boeing 747|INACTIVE
ME0047|AL0100|ME|Airbus A310|ACTIVE
ME0048|AL0100|ME|Airbus A319|ACTIVE
ME0049|AL0100|ME|Boeing 727|INACTIVE
ME0050|AL0100|ME|Boeing 747|INACTIVE
ME0051|AL0100|ME|Airbus A350 XWB|ACTIVE
ME0052|AL0100|ME|Airbus A318|INACTIVE
ME0053|AL0100|ME|Airbus A300|ACTIVE
ME0054|AL0100|ME|Boeing 707|ACTIVE
ME0055|AL0100|ME|Airbus A340|ACTIVE
ME0056|AL0100|ME|Airbus A310|ACTIVE
ME0057|AL0100|ME|Boeing 747|ACTIVE
ME0058|AL0100|ME|Airbus A319|INACTIVE
ME0059|AL0100|ME|Boeing 767|ACTIVE
ME0060|AL0100|ME|Airbus A350 XWB|ACTIVE
ME0061|AL0100|ME|Airbus A380|INACTIVE
ME0062|AL0100|ME|Airbus A321|INACTIVE
ME0063|AL0100|ME|Boeing 727|ACTIVE
ME0064|AL0100|ME|Airbus A318|INACTIVE
ME0065|AL0100|ME|Airbus A380|ACTIVE
ME0066|AL0100|ME|Boeing 727|ACTIVE
ME0067|AL0100|ME|Boeing 717|ACTIVE
ME0068|AL0100|ME|Boeing 767|ACTIVE
ME0069|AL0100|ME|Boeing 727|ACTIVE
ME0070|AL0100|ME|Boeing 717|INACTIVE
ME0071|AL0100|ME|Boeing 727|INACTIVE
ME0072|AL0100|ME|Airbus A320|ACTIVE
ME0073|AL0100|ME|Airbus A319|INACTIVE
ME0074|AL0100|ME|Boeing 717|ACTIVE
ME0075|AL0100|ME|Boeing 747|ACTIVE
ME0076|AL0100|ME|Airbus A319|INACTIVE
ME0077|AL0100|ME|Boeing 767|ACTIVE
ME0078|AL0100|ME|Airbus A380|ACTIVE
ME0079|AL0100|ME|Boeing 747|ACTIVE
ME0080|AL0100|ME|Boeing 777|ACTIVE
ME0081|AL0100|ME|Boeing 757|ACTIVE
ME0082|AL0100|ME|Boeing 747|INACTIVE
ME0083|AL0100|ME|Airbus A320|INACTIVE
ME0084|AL0100|ME|Boeing 717|ACTIVE
ME0085|AL0100|ME|Boeing 707|ACTIVE
ME0086|AL0100|ME|Airbus A320|ACTIVE
ME0087|AL0100|ME|Boeing 767|ACTIVE
ME0088|AL0100|ME|Boeing 767|INACTIVE
DH0000|AL0101|DH|Airbus A321|ACTIVE
DH0001|AL0101|DH|Boeing 727|INACTIVE
DH0002|AL0101|DH|Boeing 767|ACTIVE
DH0003|AL0101|DH|Boeing 717|ACTIVE
DH0004|AL0101|DH|Airbus A330|ACTIVE
DH0005|AL0101|DH|Boeing 757|ACTIVE
DH0006|AL0101|DH|Airbus A320|ACTIVE
DH0007|AL0101|DH|Airbus A350 XWB|ACTIVE
DH0008|AL0101|DH|Airbus A350 XWB|INACTIVE
DH0009|AL0101|DH|Airbus A318|ACTIVE
DH0010|AL0101|DH|Boeing 727|INACTIVE
DH0011|AL0101|DH|Airbus A319|ACTIVE
DH0012|AL0101|DH|Airbus A310|ACTIVE
DH0013|AL0101|DH|Airbus A319|ACTIVE
DH0014|AL0101|DH|Boeing 707|INACTIVE
DH0015|AL0101|DH|Airbus A310|ACTIVE
DH0016|AL0101|DH|Airbus A319|ACTIVE
DH0017|AL0101|DH|Boeing 727|ACTIVE
DH0018|AL0101|DH|Airbus A320|ACTIVE
DH0019|AL0101|DH|Boeing 737|ACTIVE
DH0020|AL0101|DH|Airbus A320|INACTIVE
DH0021|AL0101|DH|Boeing 707|ACTIVE
DH0022|AL0101|DH|Airbus A310|ACTIVE
DH0023|AL0101|DH|Airbus A350 XWB|ACTIVE
DH0024|AL0101|DH|Boeing 767|ACTIVE
DH0025|AL0101|DH|Boeing 717|INACTIVE
DH0026|AL0101|DH|Airbus A321|INACTIVE
DH0027|AL0101|DH|Boeing 737|ACTIVE
DH0028|AL0101|DH|Airbus A340|INACTIVE
DH0029|AL0101|DH|Airbus A300|INACTIVE
DH0030|AL0101|DH|Boeing 777|ACTIVE
DH0031|AL0101|DH|Boeing 757|ACTIVE
DH0032|AL0101|DH|Boeing 707|ACTIVE
DH0033|AL0101|DH|Boeing 737|ACTIVE
DH0034|AL0101|DH|Airbus A340|ACTIVE
DH0035|AL0101|DH|Airbus A318|INACTIVE
DH0036|AL0101|DH|Airbus A321|ACTIVE
DH0037|AL0101|DH|Airbus A320|ACTIVE
DH0038|AL0101|DH|Airbus A320|INACTIVE
DH0039|AL0101|DH|Airbus A350 XWB|ACTIVE
DH0040|AL0101|DH|Airbus A330|ACTIVE
DH0041|AL0101|DH|Airbus A321|INACTIVE
DH0042|AL0101|DH|Airbus A320|ACTIVE
DH0043|AL0101|DH|Airbus A319|ACTIVE
DH0044|AL0101|DH|Airbus A321|ACTIVE
DH0045|AL0101|DH|Airbus A319|ACTIVE
DH0046|AL0101|DH|Boeing 707|ACTIVE
DH0047|AL0101|DH|Boeing 777|INACTIVE
DH0048|AL0101|DH|Boeing 747|ACTIVE
DH0049|AL0101|DH|Boeing 707|ACTIVE
DH0050|AL0101|DH|Airbus A318|INACTIVE
DH0051|AL0101|DH|Airbus A321|ACTIVE
DH0052|AL0101|DH|Airbus A300|INACTIVE
DH0053|AL0101|DH|Boeing 767|ACTIVE
DH0054|AL0101|DH|Airbus A380|ACTIVE
DH0055|AL0101|DH|Airbus A310|ACTIVE
DH0056|AL0101|DH|Boeing 717|ACTIVE
DH0057|AL0101|DH|Boeing 767|ACTIVE
DH0058|AL0101|DH|Airbus A310|ACTIVE
DH0059|AL0101|DH|Airbus A300|ACTIVE
DH0060|AL0101|DH|Boeing 777|ACTIVE
DH0061|AL0101|DH|Airbus A310|ACTIVE
DH0062|AL0101|DH|Boeing 757|ACTIVE
DH0063|AL0101|DH|Airbus A340|ACTIVE
DH0064|AL0101|DH|Boeing 737|ACTIVE
DH0065|AL0101|DH|Boeing 747|INACTIVE
DH0066|AL0101|DH|Airbus A340|ACTIVE
DH0067|AL0101|DH|Airbus A350 XWB|ACTIVE
DH0068|AL0101|DH|Boeing 787|ACTIVE
DH0069|AL0101|DH|Boeing 737|ACTIVE
DH0070|AL0101|DH|Boeing 767|ACTIVE
DH0071|AL0101|DH|Airbus A350 XWB|INACTIVE
DH0072|AL0101|DH|Airbus A380|ACTIVE
DH0073|AL0101|DH|Airbus A321|INACTIVE
DH0074|AL0101|DH|Boeing 747|INACTIVE
DH0075|AL0101|DH|Boeing 787|ACTIVE
DH0076|AL0101|DH|Boeing 757|INACTIVE
DH0077|AL0101|DH|Airbus A318|ACTIVE
DH0078|AL0101|DH|Boeing 727|ACTIVE
DH0079|AL0101|DH|Boeing 777|ACTIVE
DH0080|AL0101|DH|Boeing 787|INACTIVE
DH0081|AL0101|DH|Boeing 727|ACTIVE
DH0082|AL0101|DH|Airbus A320|ACTIVE
DH0083|AL0101|DH|Boeing 727|INACTIVE
DH0084|AL0101|DH|Airbus A319|ACTIVE
DH0085|AL0101|DH|Airbus A300|INACTIVE
DH0086|AL0101|DH|Airbus A380|INACTIVE
DH0087|AL0101|DH|Airbus A320|ACTIVE
DH0088|AL0101|DH|Airbus A319|ACTIVE
DH0089|AL0101|DH|Boeing 707|INACTIVE
DH0090|AL0101|DH|Boeing 747|ACTIVE
DH0091|AL0101|DH|Boeing 707|ACTIVE
DH0092|AL0101|DH|Boeing 767|ACTIVE
DH0093|AL0101|DH|Boeing 747|ACTIVE
DH0094|AL0101|DH|Airbus A319|ACTIVE
DH0095|AL0101|DH|Airbus A340|ACTIVE
DH0096|AL0101|DH|Airbus A319|ACTIVE
DH0097|AL0101|DH|Airbus A330|ACTIVE
DH0098|AL0101|DH|Airbus A330|ACTIVE
DH0099|AL0101|DH|Airbus A380|ACTIVE
DH0100|AL0101|DH|Airbus A321|INACTIVE
DH0101|AL0101|DH|Airbus A310|ACTIVE
DH0102|AL0101|DH|Airbus A350 XWB|ACTIVE
DH0103|AL0101|DH|Airbus A330|INACTIVE
DH0104|AL0101|DH|Boeing 747|INACTIVE
DH0105|AL0101|DH|Airbus A318|ACTIVE
DH0106|AL0101|DH|Boeing 737|INACTIVE
DH0107|AL0101|DH|Airbus A310|INACTIVE
DH0108|AL0101|DH|Airbus A380|ACTIVE
DH0109|AL0101|DH|Airbus A320|ACTIVE
DH0110|AL0101|DH|Airbus A321|ACTIVE
DH0111|AL0101|DH|Boeing 717|ACTIVE
DH0112|AL0101|DH|Boeing 777|INACTIVE
DH0113|AL0101|DH|Boeing 777|ACTIVE
DH0114|AL0101|DH|Boeing 737|ACTIVE
DH0115|AL0101|DH|Airbus A340|INACTIVE
DH0116|AL0101|DH|Airbus A340|INACTIVE
DH0117|AL0101|DH|Airbus A321|ACTIVE
DH0118|AL0101|DH|Airbus A340|ACTIVE
DH0119|AL0101|DH|Airbus A318|INACTIVE
DH0120|AL0101|DH|Boeing 727|ACTIVE
DH0121|AL0101|DH|Boeing 707|ACTIVE
DH0122|AL0101|DH|Airbus A321|INACTIVE
DH0123|AL0101|DH|Airbus A319|ACTIVE
DH0124|AL0101|DH|Airbus A340|ACTIVE
