airlineId|aircraftId|model|status
AL0129|KL0182|AirBus A380|ACTIVE
AL0129|KL0180|Boeing 707|ACTIVE
AL0129|KL0254|AirBus A350 XWB|ACTIVE
AL0129|KL0261|Boeing 727|ACTIVE
AL0129|KL0209|Boeing 737|ACTIVE
AL0129|KL0159|AirBus A320|ACTIVE
AL0129|KL0018|Boeing 717|ACTIVE
AL0129|KL0266|Boeing 767|ACTIVE
AL0129|KL0105|Boeing 767|ACTIVE
AL0129|KL0149|Boeing 757|ACTIVE
AL0129|KL0041|Boeing 717|ACTIVE
AL0129|KL0141|AirBus A321|ACTIVE
AL0129|KL0045|Boeing 767|ACTIVE
AL0129|KL0057|AirBus A220|ACTIVE
AL0129|KL0274|AirBus A321|ACTIVE
AL0129|KL0227|AirBus A321XLR|ACTIVE
AL0129|KL0044|Boeing 747|ACTIVE
AL0129|KL0215|Boeing 717|ACTIVE
AL0129|KL0024|Boeing 777|ACTIVE
AL0129|KL0130|AirBus A310|ACTIVE
AL0129|KL0211|Boeing 757|ACTIVE
AL0129|KL0006|AirBus A310|ACTIVE
AL0129|KL0107|AirBus A319|ACTIVE
AL0129|KL0087|Boeing 707|ACTIVE
AL0129|KL0065|AirBus A320|ACTIVE
AL0129|KL0119|Boeing 757|ACTIVE
AL0129|KL0048|Boeing 767|ACTIVE
AL0129|KL0079|AirBus A380|ACTIVE
AL0129|KL0194|AirBus A350 XWB|ACTIVE
AL0129|KL0209|AirBus A220|ACTIVE
AL0129|KL0118|AirBus A340|ACTIVE
AL0129|KL0270|Boeing 767|ACTIVE
AL0129|KL0085|Boeing 707|ACTIVE
AL0129|KL0267|AirBus A320|ACTIVE
AL0129|KL0120|Boeing 777|ACTIVE
AL0129|KL0055|AirBus A310|ACTIVE
AL0129|KL0239|Boeing 757|ACTIVE
AL0129|KL0147|AirBus A350 XWB|ACTIVE
AL0129|KL0196|Boeing 767|ACTIVE
AL0129|KL0027|Boeing 777|ACTIVE
AL0129|KL0060|AirBus A330|ACTIVE
AL0129|KL0229|Boeing 777|ACTIVE
AL0129|KL0217|AirBus A319|ACTIVE
AL0129|KL0157|Boeing 717|ACTIVE
AL0129|KL0093|AirBus A319|ACTIVE
AL0129|KL0236|AirBus A380|ACTIVE
AL0129|KL0264|AirBus A220|ACTIVE
AL0129|KL0280|AirBus A321XLR|ACTIVE
AL0129|KL0170|AirBus A320|ACTIVE
AL0129|KL0227|AirBus A319|ACTIVE
AL0129|KL0129|Boeing 767|ACTIVE
AL0129|KL0192|AirBus A380|ACTIVE
AL0129|KL0143|Boeing 707|ACTIVE
AL0129|KL0020|Boeing 747|ACTIVE
AL0129|KL0148|Boeing 787 Dreamliner|ACTIVE
AL0129|KL0154|AirBus A330|ACTIVE
AL0129|KL0217|AirBus A320|ACTIVE
AL0129|KL0173|AirBus A350 XWB|ACTIVE
AL0129|KL0255|Boeing 707|ACTIVE
AL0129|KL0191|Boeing 757|ACTIVE
AL0129|KL0103|AirBus A330neo|ACTIVE
AL0129|KL0243|Boeing 707|ACTIVE
AL0129|KL0225|AirBus A350 XWB|ACTIVE
AL0129|KL0008|AirBus A321XLR|ACTIVE
AL0129|KL0007|AirBus A330|ACTIVE
AL0129|KL0255|Boeing 707|ACTIVE
AL0129|KL0224|Boeing 757|ACTIVE
AL0129|KL0202|Boeing 787 Dreamliner|ACTIVE
AL0129|KL0198|Boeing 787 Dreamliner|ACTIVE
AL0129|KL0075|Boeing 747|ACTIVE
AL0129|KL0171|Boeing 787 Dreamliner|ACTIVE
AL0129|KL0182|Boeing 737|ACTIVE
AL0129|KL0062|AirBus A330neo|ACTIVE
AL0129|KL0172|Boeing 707|ACTIVE
AL0129|KL0208|AirBus A330|ACTIVE
AL0129|KL0038|AirBus A330|ACTIVE
AL0129|KL0117|Boeing 727|ACTIVE
AL0129|KL0218|Boeing 767|ACTIVE
AL0129|KL0224|Boeing 717|ACTIVE
AL0129|KL0010|Boeing 767|ACTIVE
AL0129|KL0013|AirBus A350 XWB|ACTIVE
AL0129|KL0072|AirBus A310|ACTIVE
AL0129|KL0142|Boeing 757|ACTIVE
AL0130|KE0262|Boeing 717|ACTIVE
AL0130|KE0251|AirBus A350 XWB|ACTIVE
AL0130|KE0012|Boeing 727|ACTIVE
AL0130|KE0200|Boeing 767|ACTIVE
AL0130|KE0028|Boeing 777|ACTIVE
AL0130|KE0263|AirBus A350 XWB|ACTIVE
AL0130|KE0014|Boeing 757|ACTIVE
AL0130|KE0095|Boeing 737|ACTIVE
AL0130|KE0100|AirBus A319|ACTIVE
AL0130|KE0107|Boeing 767|ACTIVE
AL0130|KE0124|AirBus A319|ACTIVE
AL0130|KE0136|AirBus A330|ACTIVE
AL0130|KE0208|Boeing 707|ACTIVE
AL0130|KE0053|AirBus A310|ACTIVE
AL0130|KE0295|Boeing 777|ACTIVE
AL0130|KE0141|Boeing 757|ACTIVE
AL0130|KE0020|AirBus A310|ACTIVE
AL0130|KE0117|Boeing 737|ACTIVE
AL0130|KE0285|AirBus A319|ACTIVE
AL0130|KE0136|Boeing 747|ACTIVE
AL0130|KE0169|AirBus A319|ACTIVE
AL0130|KE0081|AirBus A350 XWB|ACTIVE
AL0130|KE0162|Boeing 727|ACTIVE
AL0130|KE0189|Boeing 717|ACTIVE
AL0130|KE0042|AirBus A380|ACTIVE
AL0130|KE0182|AirBus A321|ACTIVE
AL0130|KE0142|Boeing 747|ACTIVE
AL0130|KE0154|Boeing 737|ACTIVE
AL0130|KE0236|AirBus A321|ACTIVE
AL0130|KE0226|AirBus A330|ACTIVE
AL0130|KE0034|AirBus A321XLR|ACTIVE
AL0130|KE0158|AirBus A340|ACTIVE
AL0130|KE0230|AirBus A321XLR|ACTIVE
AL0130|KE0117|AirBus A319|ACTIVE
AL0130|KE0049|Boeing 767|ACTIVE
AL0130|KE0167|Boeing 787 Dreamliner|ACTIVE
AL0130|KE0068|Boeing 707|ACTIVE
AL0130|KE0113|AirBus A350 XWB|ACTIVE
AL0130|KE0272|Boeing 757|ACTIVE
AL0130|KE0254|Boeing 737|ACTIVE
AL0130|KE0105|Boeing 787 Dreamliner|ACTIVE
AL0130|KE0056|Boeing 727|ACTIVE
AL0130|KE0185|Boeing 717|ACTIVE
AL0130|KE0222|AirBus A220|ACTIVE
AL0130|KE0167|AirBus A330|ACTIVE
AL0130|KE0247|AirBus A330|ACTIVE
AL0130|KE0187|AirBus A330neo|ACTIVE
AL0130|KE0277|Boeing 757|ACTIVE
AL0130|KE0180|Boeing 707|ACTIVE
AL0130|KE0110|AirBus A220|ACTIVE
AL0130|KE0227|Boeing 787 Dreamliner|ACTIVE
AL0130|KE0199|Boeing 777|ACTIVE
AL0130|KE0084|AirBus A319|ACTIVE
AL0130|KE0082|Boeing 787 Dreamliner|ACTIVE
AL0130|KE0095|AirBus A380|ACTIVE
AL0130|KE0247|AirBus A310|ACTIVE
AL0130|KE0210|Boeing 747|ACTIVE
AL0130|KE0277|AirBus A320|ACTIVE
AL0130|KE0099|AirBus A321XLR|ACTIVE
AL0130|KE0049|Boeing 757|ACTIVE
AL0130|KE0210|AirBus A321|ACTIVE
AL0130|KE0062|AirBus A220|ACTIVE
AL0130|KE0042|AirBus A319|ACTIVE
AL0130|KE0090|AirBus A330neo|ACTIVE
AL0130|KE0256|Boeing 757|ACTIVE
AL0130|KE0203|Boeing 777|ACTIVE
AL0130|KE0160|Boeing 787 Dreamliner|ACTIVE
AL0130|KE0201|Boeing 757|ACTIVE
AL0130|KE0014|AirBus A319|ACTIVE
AL0130|KE0056|AirBus A380|ACTIVE
AL0130|KE0060|AirBus A319|ACTIVE
AL0130|KE0009|AirBus A330neo|ACTIVE
AL0130|KE0182|AirBus A310|ACTIVE
AL0130|KE0298|Boeing 717|ACTIVE
AL0130|KE0120|AirBus A319|ACTIVE
AL0130|KE0071|Boeing 727|ACTIVE
AL0130|KE0158|Boeing 787 Dreamliner|ACTIVE
AL0130|KE0245|Boeing 737|ACTIVE
AL0130|KE0123|Boeing 747|ACTIVE
AL0130|KE0022|Boeing 767|ACTIVE
AL0130|KE0087|AirBus A330|ACTIVE
AL0130|KE0090|Boeing 727|ACTIVE
AL0130|KE0273|AirBus A220|ACTIVE
AL0130|KE0250|AirBus A380|ACTIVE
AL0130|KE0194|AirBus A320|ACTIVE
AL0130|KE0239|Boeing 777|ACTIVE
AL0130|KE0155|Boeing 777|ACTIVE
AL0130|KE0171|AirBus A350 XWB|ACTIVE
AL0130|KE0254|AirBus A321XLR|ACTIVE
AL0130|KE0059|Boeing 747|ACTIVE
AL0130|KE0170|AirBus A310|ACTIVE
AL0130|KE0260|Boeing 737|ACTIVE
AL0130|KE0257|AirBus A220|ACTIVE
AL0130|KE0034|AirBus A320|ACTIVE
AL0130|KE0223|Boeing 717|ACTIVE
AL0130|KE0110|AirBus A330neo|ACTIVE
AL0130|KE0142|Boeing 767|ACTIVE
AL0130|KE0222|Boeing 757|ACTIVE
AL0130|KE0079|Boeing 727|ACTIVE
AL0130|KE0179|AirBus A310|ACTIVE
AL0130|KE0277|Boeing 767|ACTIVE
AL0130|KE0144|Boeing 707|ACTIVE
AL0130|KE0270|AirBus A330neo|ACTIVE
AL0130|KE0009|AirBus A321XLR|ACTIVE
AL0130|KE0149|AirBus A321XLR|ACTIVE
AL0130|KE0082|Boeing 727|ACTIVE
AL0130|KE0009|Boeing 787 Dreamliner|ACTIVE
AL0130|KE0013|Boeing 707|ACTIVE
AL0130|KE0213|Boeing 757|ACTIVE
AL0130|KE0100|AirBus A340|ACTIVE
AL0130|KE0140|AirBus A310|ACTIVE
AL0130|KE0086|AirBus A220|ACTIVE
AL0130|KE0167|AirBus A220|ACTIVE
AL0130|KE0138|AirBus A380|ACTIVE
AL0130|KE0184|AirBus A380|ACTIVE
AL0130|KE0239|AirBus A310|ACTIVE
AL0130|KE0280|AirBus A330|ACTIVE
AL0130|KE0200|Boeing 757|ACTIVE
AL0130|KE0211|Boeing 737|ACTIVE
AL0130|KE0054|Boeing 707|ACTIVE
AL0130|KE0250|AirBus A380|ACTIVE
AL0130|KE0263|Boeing 757|ACTIVE
AL0130|KE0148|AirBus A321XLR|ACTIVE
AL0130|KE0214|AirBus A320|ACTIVE
AL0130|KE0045|AirBus A330|ACTIVE
AL0130|KE0087|Boeing 767|ACTIVE
AL0130|KE0284|Boeing 737|ACTIVE
AL0130|KE0165|Boeing 787 Dreamliner|ACTIVE
AL0130|KE0297|AirBus A319|ACTIVE
AL0130|KE0219|Boeing 757|ACTIVE
AL0131|KU0202|AirBus A319|ACTIVE
AL0131|KU0224|AirBus A330|ACTIVE
AL0131|KU0224|Boeing 717|ACTIVE
AL0131|KU0232|Boeing 717|ACTIVE
AL0131|KU0001|AirBus A380|ACTIVE
AL0131|KU0054|Boeing 747|ACTIVE
AL0131|KU0040|Boeing 727|ACTIVE
AL0131|KU0001|Boeing 777|ACTIVE
AL0131|KU0155|Boeing 787 Dreamliner|ACTIVE
AL0131|KU0237|AirBus A380|ACTIVE
AL0131|KU0107|AirBus A220|ACTIVE
AL0131|KU0234|Boeing 727|ACTIVE
AL0131|KU0273|AirBus A319|ACTIVE
AL0131|KU0117|Boeing 747|ACTIVE
AL0131|KU0281|Boeing 767|ACTIVE
AL0131|KU0237|AirBus A220|ACTIVE
AL0131|KU0286|AirBus A340|ACTIVE
AL0131|KU0211|Boeing 727|ACTIVE
AL0131|KU0052|Boeing 747|ACTIVE
AL0131|KU0187|AirBus A310|ACTIVE
AL0131|KU0019|Boeing 707|ACTIVE
AL0131|KU0040|AirBus A340|ACTIVE
AL0131|KU0131|AirBus A319|ACTIVE
AL0131|KU0260|AirBus A340|ACTIVE
AL0131|KU0216|AirBus A319|ACTIVE
AL0131|KU0227|AirBus A330|ACTIVE
AL0131|KU0056|AirBus A380|ACTIVE
AL0131|KU0271|Boeing 757|ACTIVE
AL0131|KU0131|Boeing 717|ACTIVE
AL0131|KU0175|AirBus A320|ACTIVE
AL0131|KU0244|Boeing 727|ACTIVE
AL0131|KU0235|AirBus A340|ACTIVE
AL0131|KU0231|AirBus A350 XWB|ACTIVE
AL0131|KU0117|AirBus A330neo|ACTIVE
AL0131|KU0165|Boeing 707|ACTIVE
AL0131|KU0227|AirBus A310|ACTIVE
AL0131|KU0011|AirBus A330|ACTIVE
AL0131|KU0076|Boeing 767|ACTIVE
AL0131|KU0235|Boeing 777|ACTIVE
AL0131|KU0139|AirBus A321|ACTIVE
AL0131|KU0269|AirBus A320|ACTIVE
AL0131|KU0000|AirBus A330|ACTIVE
AL0131|KU0242|Boeing 727|ACTIVE
AL0131|KU0056|AirBus A350 XWB|ACTIVE
AL0131|KU0186|Boeing 777|ACTIVE
AL0131|KU0040|AirBus A319|ACTIVE
AL0131|KU0184|AirBus A330|ACTIVE
AL0131|KU0218|AirBus A340|ACTIVE
AL0131|KU0007|AirBus A340|ACTIVE
AL0131|KU0254|Boeing 707|ACTIVE
AL0131|KU0038|Boeing 767|ACTIVE
AL0131|KU0146|AirBus A330neo|ACTIVE
AL0131|KU0196|AirBus A220|ACTIVE
AL0131|KU0046|Boeing 737|ACTIVE
AL0131|KU0036|Boeing 767|ACTIVE
AL0131|KU0125|Boeing 737|ACTIVE
AL0131|KU0055|Boeing 747|ACTIVE
AL0131|KU0179|Boeing 717|ACTIVE
AL0131|KU0137|AirBus A321XLR|ACTIVE
AL0131|KU0120|AirBus A220|ACTIVE
AL0131|KU0142|AirBus A340|ACTIVE
AL0131|KU0170|AirBus A380|ACTIVE
AL0131|KU0042|Boeing 767|ACTIVE
AL0131|KU0230|AirBus A380|ACTIVE
AL0131|KU0096|Boeing 737|ACTIVE
AL0131|KU0238|Boeing 787 Dreamliner|ACTIVE
AL0131|KU0010|AirBus A330|ACTIVE
AL0131|KU0224|AirBus A320|ACTIVE
AL0131|KU0065|Boeing 747|ACTIVE
AL0131|KU0220|Boeing 777|ACTIVE
AL0131|KU0066|AirBus A321|ACTIVE
AL0131|KU0293|AirBus A350 XWB|ACTIVE
AL0131|KU0175|AirBus A330|ACTIVE
AL0131|KU0287|AirBus A330neo|ACTIVE
AL0131|KU0079|Boeing 737|ACTIVE
AL0131|KU0244|AirBus A310|ACTIVE
AL0131|KU0077|AirBus A330neo|ACTIVE
AL0131|KU0287|Boeing 707|ACTIVE
AL0131|KU0153|AirBus A330|ACTIVE
AL0131|KU0218|AirBus A340|ACTIVE
AL0131|KU0218|AirBus A319|ACTIVE
AL0131|KU0223|AirBus A321XLR|ACTIVE
AL0131|KU0207|AirBus A321|ACTIVE
AL0131|KU0006|Boeing 707|ACTIVE
AL0131|KU0165|AirBus A330neo|ACTIVE
AL0131|KU0209|AirBus A320|ACTIVE
AL0131|KU0122|AirBus A330|ACTIVE
AL0131|KU0079|Boeing 777|ACTIVE
AL0131|KU0117|Boeing 717|ACTIVE
AL0131|KU0087|Boeing 777|ACTIVE
AL0131|KU0224|AirBus A319|ACTIVE
AL0131|KU0233|AirBus A220|ACTIVE
AL0131|KU0183|Boeing 727|ACTIVE
AL0131|KU0048|AirBus A321XLR|ACTIVE
AL0131|KU0164|Boeing 717|ACTIVE
AL0131|KU0073|AirBus A330|ACTIVE
AL0131|KU0045|Boeing 777|ACTIVE
AL0131|KU0048|AirBus A330neo|ACTIVE
AL0131|KU0230|AirBus A380|ACTIVE
AL0131|KU0280|AirBus A220|ACTIVE
AL0131|KU0173|Boeing 777|ACTIVE
AL0131|KU0227|Boeing 767|ACTIVE
AL0131|KU0296|Boeing 727|ACTIVE
AL0131|KU0050|Boeing 787 Dreamliner|ACTIVE
AL0131|KU0160|Boeing 757|ACTIVE
AL0131|KU0036|AirBus A350 XWB|ACTIVE
AL0131|KU0277|Boeing 767|ACTIVE
AL0131|KU0222|AirBus A380|ACTIVE
AL0131|KU0155|Boeing 717|ACTIVE
AL0131|KU0220|AirBus A350 XWB|ACTIVE
AL0131|KU0032|Boeing 787 Dreamliner|ACTIVE
AL0131|KU0153|AirBus A330|ACTIVE
AL0131|KU0152|AirBus A220|ACTIVE
AL0131|KU0255|AirBus A330|ACTIVE
AL0131|KU0003|AirBus A220|ACTIVE
AL0131|KU0009|AirBus A330|ACTIVE
AL0131|KU0030|AirBus A321|ACTIVE
AL0131|KU0226|AirBus A330|ACTIVE
AL0131|KU0096|AirBus A321|ACTIVE
AL0131|KU0242|AirBus A321|ACTIVE
AL0131|KU0187|Boeing 737|ACTIVE
AL0131|KU0002|AirBus A340|ACTIVE
AL0131|KU0172|AirBus A380|ACTIVE
AL0131|KU0088|AirBus A380|ACTIVE
AL0131|KU0101|AirBus A310|ACTIVE
AL0131|KU0225|AirBus A380|ACTIVE
AL0131|KU0222|AirBus A340|ACTIVE
AL0131|KU0080|AirBus A330neo|ACTIVE
AL0131|KU0130|Boeing 727|ACTIVE
AL0131|KU0165|Boeing 777|ACTIVE
AL0132|LA0267|Boeing 737|ACTIVE
AL0132|LA0249|AirBus A320|ACTIVE
AL0132|LA0252|AirBus A321|ACTIVE
AL0132|LA0163|Boeing 737|ACTIVE
AL0132|LA0211|AirBus A319|ACTIVE
AL0132|LA0281|Boeing 717|ACTIVE
AL0132|LA0036|Boeing 737|ACTIVE
AL0132|LA0274|Boeing 717|ACTIVE
AL0132|LA0278|AirBus A340|ACTIVE
AL0132|LA0222|Boeing 707|ACTIVE
AL0132|LA0133|AirBus A380|ACTIVE
AL0132|LA0207|Boeing 787 Dreamliner|ACTIVE
AL0132|LA0195|Boeing 737|ACTIVE
AL0132|LA0043|AirBus A350 XWB|ACTIVE
AL0132|LA0028|Boeing 767|ACTIVE
AL0132|LA0003|AirBus A340|ACTIVE
AL0132|LA0277|AirBus A380|ACTIVE
AL0132|LA0047|AirBus A319|ACTIVE
AL0132|LA0278|Boeing 767|ACTIVE
AL0132|LA0283|AirBus A319|ACTIVE
AL0132|LA0194|Boeing 717|ACTIVE
AL0132|LA0067|Boeing 747|ACTIVE
AL0132|LA0062|Boeing 737|ACTIVE
AL0132|LA0162|AirBus A380|ACTIVE
AL0132|LA0095|Boeing 777|ACTIVE
AL0132|LA0230|Boeing 747|ACTIVE
AL0132|LA0074|AirBus A380|ACTIVE
AL0132|LA0032|AirBus A220|ACTIVE
AL0132|LA0163|Boeing 747|ACTIVE
AL0132|LA0285|AirBus A319|ACTIVE
AL0132|LA0220|Boeing 787 Dreamliner|ACTIVE
AL0132|LA0198|AirBus A330|ACTIVE
AL0132|LA0021|Boeing 717|ACTIVE
AL0132|LA0125|AirBus A340|ACTIVE
AL0132|LA0031|Boeing 777|ACTIVE
AL0132|LA0000|Boeing 747|ACTIVE
AL0132|LA0221|AirBus A330neo|ACTIVE
AL0132|LA0113|AirBus A380|ACTIVE
AL0132|LA0227|AirBus A340|ACTIVE
AL0132|LA0269|AirBus A330|ACTIVE
AL0132|LA0176|Boeing 717|ACTIVE
AL0132|LA0169|AirBus A321XLR|ACTIVE
AL0132|LA0293|AirBus A380|ACTIVE
AL0132|LA0269|Boeing 767|ACTIVE
AL0132|LA0178|AirBus A330|ACTIVE
AL0132|LA0137|Boeing 737|ACTIVE
AL0132|LA0274|AirBus A319|ACTIVE
AL0132|LA0129|AirBus A340|ACTIVE
AL0132|LA0148|Boeing 707|ACTIVE
AL0132|LA0016|AirBus A321XLR|ACTIVE
AL0132|LA0016|AirBus A310|ACTIVE
AL0132|LA0177|AirBus A319|ACTIVE
AL0132|LA0040|Boeing 747|ACTIVE
AL0132|LA0123|Boeing 707|ACTIVE
AL0132|LA0265|Boeing 777|ACTIVE
AL0132|LA0151|AirBus A220|ACTIVE
AL0132|LA0193|AirBus A330neo|ACTIVE
AL0132|LA0059|AirBus A310|ACTIVE
AL0132|LA0236|AirBus A330|ACTIVE
AL0132|LA0268|AirBus A380|ACTIVE
AL0132|LA0190|Boeing 787 Dreamliner|ACTIVE
AL0132|LA0236|Boeing 767|ACTIVE
AL0132|LA0065|AirBus A380|ACTIVE
AL0132|LA0099|Boeing 727|ACTIVE
AL0132|LA0026|Boeing 757|ACTIVE
AL0132|LA0018|Boeing 757|ACTIVE
AL0132|LA0018|Boeing 737|ACTIVE
AL0132|LA0045|Boeing 767|ACTIVE
AL0132|LA0281|AirBus A220|ACTIVE
AL0132|LA0185|AirBus A321XLR|ACTIVE
AL0132|LA0117|AirBus A319|ACTIVE
AL0132|LA0221|Boeing 737|ACTIVE
AL0132|LA0048|AirBus A340|ACTIVE
AL0132|LA0260|Boeing 777|ACTIVE
AL0132|LA0104|AirBus A380|ACTIVE
AL0132|LA0172|AirBus A350 XWB|ACTIVE
AL0132|LA0164|Boeing 727|ACTIVE
AL0132|LA0003|Boeing 787 Dreamliner|ACTIVE
AL0132|LA0171|Boeing 727|ACTIVE
AL0132|LA0159|AirBus A330neo|ACTIVE
AL0132|LA0075|Boeing 717|ACTIVE
AL0132|LA0225|Boeing 707|ACTIVE
AL0132|LA0213|Boeing 727|ACTIVE
AL0132|LA0292|AirBus A321|ACTIVE
AL0132|LA0024|Boeing 727|ACTIVE
AL0132|LA0008|Boeing 747|ACTIVE
AL0132|LA0188|AirBus A320|ACTIVE
AL0132|LA0223|Boeing 737|ACTIVE
AL0132|LA0126|Boeing 737|ACTIVE
AL0132|LA0267|AirBus A330neo|ACTIVE
AL0132|LA0157|Boeing 767|ACTIVE
AL0132|LA0093|Boeing 777|ACTIVE
AL0132|LA0003|AirBus A319|ACTIVE
AL0132|LA0015|AirBus A350 XWB|ACTIVE
AL0132|LA0119|AirBus A321XLR|ACTIVE
AL0132|LA0213|AirBus A380|ACTIVE
AL0132|LA0241|Boeing 757|ACTIVE
AL0132|LA0240|AirBus A310|ACTIVE
AL0132|LA0100|Boeing 737|ACTIVE
AL0132|LA0280|AirBus A320|ACTIVE
AL0132|LA0206|AirBus A310|ACTIVE
AL0132|LA0129|Boeing 767|ACTIVE
AL0132|LA0257|Boeing 767|ACTIVE
AL0132|LA0270|Boeing 757|ACTIVE
AL0132|LA0278|AirBus A380|ACTIVE
AL0132|LA0288|Boeing 717|ACTIVE
AL0132|LA0134|AirBus A321|ACTIVE
AL0132|LA0121|AirBus A321XLR|ACTIVE
AL0132|LA0268|AirBus A330|ACTIVE
AL0132|LA0165|AirBus A330|ACTIVE
AL0132|LA0171|Boeing 757|ACTIVE
AL0132|LA0102|AirBus A220|ACTIVE
AL0132|LA0261|AirBus A321|ACTIVE
AL0132|LA0148|AirBus A350 XWB|ACTIVE
AL0132|LA0220|AirBus A320|ACTIVE
AL0132|LA0153|Boeing 787 Dreamliner|ACTIVE
AL0132|LA0097|Boeing 727|ACTIVE
AL0132|LA0166|AirBus A220|ACTIVE
AL0132|LA0059|AirBus A320|ACTIVE
AL0132|LA0023|AirBus A321XLR|ACTIVE
AL0132|LA0185|AirBus A310|ACTIVE
AL0132|LA0006|AirBus A310|ACTIVE
AL0132|LA0066|Boeing 737|ACTIVE
AL0132|LA0268|AirBus A330|ACTIVE
AL0132|LA0026|AirBus A321XLR|ACTIVE
AL0132|LA0024|AirBus A330|ACTIVE
AL0132|LA0212|Boeing 767|ACTIVE
AL0132|LA0094|Boeing 717|ACTIVE
AL0132|LA0051|Boeing 767|ACTIVE
AL0132|LA0160|AirBus A321|ACTIVE
AL0133|LAT0280|Boeing 767|ACTIVE
AL0133|LAT0188|Boeing 707|ACTIVE
AL0133|LAT0184|AirBus A321XLR|ACTIVE
AL0133|LAT0165|AirBus A321|ACTIVE
AL0133|LAT0021|Boeing 727|ACTIVE
AL0133|LAT0229|Boeing 757|ACTIVE
AL0133|LAT0070|Boeing 727|ACTIVE
AL0133|LAT0122|AirBus A340|ACTIVE
AL0133|LAT0058|AirBus A319|ACTIVE
AL0133|LAT0001|Boeing 747|ACTIVE
AL0133|LAT0155|AirBus A319|ACTIVE
AL0133|LAT0108|AirBus A330|ACTIVE
AL0133|LAT0201|Boeing 707|ACTIVE
AL0133|LAT0128|Boeing 727|ACTIVE
AL0133|LAT0174|AirBus A220|ACTIVE
AL0133|LAT0090|AirBus A380|ACTIVE
AL0133|LAT0107|Boeing 747|ACTIVE
AL0133|LAT0016|Boeing 757|ACTIVE
AL0133|LAT0046|AirBus A330|ACTIVE
AL0133|LAT0272|Boeing 757|ACTIVE
AL0133|LAT0074|AirBus A340|ACTIVE
AL0133|LAT0201|AirBus A340|ACTIVE
AL0133|LAT0054|Boeing 717|ACTIVE
AL0133|LAT0199|Boeing 757|ACTIVE
AL0133|LAT0121|Boeing 707|ACTIVE
AL0133|LAT0184|Boeing 757|ACTIVE
AL0133|LAT0007|AirBus A220|ACTIVE
AL0133|LAT0246|Boeing 707|ACTIVE
AL0133|LAT0151|AirBus A340|ACTIVE
AL0133|LAT0068|AirBus A340|ACTIVE
AL0133|LAT0275|Boeing 727|ACTIVE
AL0133|LAT0049|AirBus A321|ACTIVE
AL0133|LAT0208|Boeing 757|ACTIVE
AL0133|LAT0164|Boeing 787 Dreamliner|ACTIVE
AL0133|LAT0124|Boeing 777|ACTIVE
AL0133|LAT0029|Boeing 757|ACTIVE
AL0133|LAT0223|AirBus A320|ACTIVE
AL0133|LAT0061|Boeing 787 Dreamliner|ACTIVE
AL0133|LAT0294|Boeing 767|ACTIVE
AL0133|LAT0058|Boeing 747|ACTIVE
AL0133|LAT0214|AirBus A350 XWB|ACTIVE
AL0133|LAT0274|AirBus A319|ACTIVE
AL0133|LAT0116|Boeing 767|ACTIVE
AL0133|LAT0203|Boeing 767|ACTIVE
AL0133|LAT0018|AirBus A321|ACTIVE
AL0133|LAT0254|AirBus A321XLR|ACTIVE
AL0133|LAT0028|Boeing 787 Dreamliner|ACTIVE
AL0133|LAT0159|AirBus A321XLR|ACTIVE
AL0133|LAT0148|Boeing 767|ACTIVE
AL0133|LAT0226|Boeing 747|ACTIVE
AL0133|LAT0092|AirBus A321|ACTIVE
AL0133|LAT0001|AirBus A320|ACTIVE
AL0133|LAT0183|AirBus A330|ACTIVE
AL0133|LAT0299|Boeing 717|ACTIVE
AL0133|LAT0263|AirBus A330|ACTIVE
AL0133|LAT0239|AirBus A350 XWB|ACTIVE
AL0133|LAT0080|Boeing 767|ACTIVE
AL0133|LAT0114|AirBus A319|ACTIVE
AL0133|LAT0008|AirBus A330|ACTIVE
AL0133|LAT0276|AirBus A310|ACTIVE
AL0133|LAT0276|AirBus A319|ACTIVE
AL0133|LAT0015|Boeing 727|ACTIVE
AL0133|LAT0278|Boeing 787 Dreamliner|ACTIVE
AL0133|LAT0020|Boeing 727|ACTIVE
AL0133|LAT0026|Boeing 787 Dreamliner|ACTIVE
AL0133|LAT0137|Boeing 727|ACTIVE
AL0133|LAT0127|Boeing 747|ACTIVE
AL0133|LAT0206|AirBus A350 XWB|ACTIVE
AL0133|LAT0292|AirBus A380|ACTIVE
AL0133|LAT0197|Boeing 757|ACTIVE
AL0133|LAT0063|AirBus A340|ACTIVE
AL0133|LAT0250|AirBus A321XLR|ACTIVE
AL0133|LAT0005|AirBus A380|ACTIVE
AL0133|LAT0039|AirBus A220|ACTIVE
AL0133|LAT0166|AirBus A320|ACTIVE
AL0133|LAT0056|Boeing 747|ACTIVE
AL0133|LAT0195|Boeing 737|ACTIVE
AL0133|LAT0206|Boeing 747|ACTIVE
AL0133|LAT0109|AirBus A380|ACTIVE
AL0133|LAT0106|AirBus A350 XWB|ACTIVE
AL0133|LAT0265|Boeing 767|ACTIVE
AL0133|LAT0282|AirBus A320|ACTIVE
AL0133|LAT0177|AirBus A220|ACTIVE
AL0133|LAT0129|Boeing 787 Dreamliner|ACTIVE
AL0133|LAT0020|AirBus A321XLR|ACTIVE
AL0133|LAT0062|AirBus A380|ACTIVE
AL0133|LAT0033|Boeing 717|ACTIVE
AL0133|LAT0252|AirBus A220|ACTIVE
AL0133|LAT0033|Boeing 727|ACTIVE
